image_file,upper_left_lon,upper_left_lat,upper_right_lon,upper_right_lat,bottom_right_lon,bottom_right_lat,bottom_left_lon,bottom_left_lat
data/L15-1509E-1188N_0_0.png,85.25390555555556,27.839074999999998,85.27450483940973,27.839074999999998,85.27450483940973,27.82084680989583,85.25390555555556,27.82084680989583
data/L15-1509E-1188N_0_1.png,85.25390555555556,27.82084680989583,85.27450483940973,27.82084680989583,85.27450483940973,27.802618619791666,85.25390555555556,27.802618619791666
data/L15-1509E-1188N_0_2.png,85.25390555555556,27.802618619791666,85.27450483940973,27.802618619791666,85.27450483940973,27.784390429687498,85.25390555555556,27.784390429687498
data/L15-1509E-1188N_0_3.png,85.25390555555556,27.784390429687498,85.27450483940973,27.784390429687498,85.27450483940973,27.766162239583334,85.25390555555556,27.766162239583334
data/L15-1509E-1188N_0_4.png,85.25390555555556,27.766162239583334,85.27450483940973,27.766162239583334,85.27450483940973,27.747934049479166,85.25390555555556,27.747934049479166
data/L15-1509E-1188N_0_5.png,85.25390555555556,27.747934049479166,85.27450483940973,27.747934049479166,85.27450483940973,27.729705859375002,85.25390555555556,27.729705859375002
data/L15-1509E-1188N_0_6.png,85.25390555555556,27.729705859375002,85.27450483940973,27.729705859375002,85.27450483940973,27.711477669270835,85.25390555555556,27.711477669270835
data/L15-1509E-1188N_0_7.png,85.25390555555556,27.711477669270835,85.27450483940973,27.711477669270835,85.27450483940973,27.693249479166667,85.25390555555556,27.693249479166667
data/L15-1509E-1188N_0_8.png,85.25390555555556,27.693249479166667,85.27450483940973,27.693249479166667,85.27450483940973,27.675021289062503,85.25390555555556,27.675021289062503
data/L15-1509E-1188N_1_0.png,85.27450483940973,27.839074999999998,85.2951041232639,27.839074999999998,85.2951041232639,27.82084680989583,85.27450483940973,27.82084680989583
data/L15-1509E-1188N_1_1.png,85.27450483940973,27.82084680989583,85.2951041232639,27.82084680989583,85.2951041232639,27.802618619791666,85.27450483940973,27.802618619791666
data/L15-1509E-1188N_1_2.png,85.27450483940973,27.802618619791666,85.2951041232639,27.802618619791666,85.2951041232639,27.784390429687498,85.27450483940973,27.784390429687498
data/L15-1509E-1188N_1_3.png,85.27450483940973,27.784390429687498,85.2951041232639,27.784390429687498,85.2951041232639,27.766162239583334,85.27450483940973,27.766162239583334
data/L15-1509E-1188N_1_4.png,85.27450483940973,27.766162239583334,85.2951041232639,27.766162239583334,85.2951041232639,27.747934049479166,85.27450483940973,27.747934049479166
data/L15-1509E-1188N_1_5.png,85.27450483940973,27.747934049479166,85.2951041232639,27.747934049479166,85.2951041232639,27.729705859375002,85.27450483940973,27.729705859375002
data/L15-1509E-1188N_1_6.png,85.27450483940973,27.729705859375002,85.2951041232639,27.729705859375002,85.2951041232639,27.711477669270835,85.27450483940973,27.711477669270835
data/L15-1509E-1188N_1_7.png,85.27450483940973,27.711477669270835,85.2951041232639,27.711477669270835,85.2951041232639,27.693249479166667,85.27450483940973,27.693249479166667
data/L15-1509E-1188N_1_8.png,85.27450483940973,27.693249479166667,85.2951041232639,27.693249479166667,85.2951041232639,27.675021289062503,85.27450483940973,27.675021289062503
data/L15-1509E-1188N_2_0.png,85.2951041232639,27.839074999999998,85.31570340711806,27.839074999999998,85.31570340711806,27.82084680989583,85.2951041232639,27.82084680989583
data/L15-1509E-1188N_2_1.png,85.2951041232639,27.82084680989583,85.31570340711806,27.82084680989583,85.31570340711806,27.802618619791666,85.2951041232639,27.802618619791666
data/L15-1509E-1188N_2_2.png,85.2951041232639,27.802618619791666,85.31570340711806,27.802618619791666,85.31570340711806,27.784390429687498,85.2951041232639,27.784390429687498
data/L15-1509E-1188N_2_3.png,85.2951041232639,27.784390429687498,85.31570340711806,27.784390429687498,85.31570340711806,27.766162239583334,85.2951041232639,27.766162239583334
data/L15-1509E-1188N_2_4.png,85.2951041232639,27.766162239583334,85.31570340711806,27.766162239583334,85.31570340711806,27.747934049479166,85.2951041232639,27.747934049479166
data/L15-1509E-1188N_2_5.png,85.2951041232639,27.747934049479166,85.31570340711806,27.747934049479166,85.31570340711806,27.729705859375002,85.2951041232639,27.729705859375002
data/L15-1509E-1188N_2_6.png,85.2951041232639,27.729705859375002,85.31570340711806,27.729705859375002,85.31570340711806,27.711477669270835,85.2951041232639,27.711477669270835
data/L15-1509E-1188N_2_7.png,85.2951041232639,27.711477669270835,85.31570340711806,27.711477669270835,85.31570340711806,27.693249479166667,85.2951041232639,27.693249479166667
data/L15-1509E-1188N_2_8.png,85.2951041232639,27.693249479166667,85.31570340711806,27.693249479166667,85.31570340711806,27.675021289062503,85.2951041232639,27.675021289062503
data/L15-1509E-1188N_3_0.png,85.31570340711806,27.839074999999998,85.33630269097222,27.839074999999998,85.33630269097222,27.82084680989583,85.31570340711806,27.82084680989583
data/L15-1509E-1188N_3_1.png,85.31570340711806,27.82084680989583,85.33630269097222,27.82084680989583,85.33630269097222,27.802618619791666,85.31570340711806,27.802618619791666
data/L15-1509E-1188N_3_2.png,85.31570340711806,27.802618619791666,85.33630269097222,27.802618619791666,85.33630269097222,27.784390429687498,85.31570340711806,27.784390429687498
data/L15-1509E-1188N_3_3.png,85.31570340711806,27.784390429687498,85.33630269097222,27.784390429687498,85.33630269097222,27.766162239583334,85.31570340711806,27.766162239583334
data/L15-1509E-1188N_3_4.png,85.31570340711806,27.766162239583334,85.33630269097222,27.766162239583334,85.33630269097222,27.747934049479166,85.31570340711806,27.747934049479166
data/L15-1509E-1188N_3_5.png,85.31570340711806,27.747934049479166,85.33630269097222,27.747934049479166,85.33630269097222,27.729705859375002,85.31570340711806,27.729705859375002
data/L15-1509E-1188N_3_6.png,85.31570340711806,27.729705859375002,85.33630269097222,27.729705859375002,85.33630269097222,27.711477669270835,85.31570340711806,27.711477669270835
data/L15-1509E-1188N_3_7.png,85.31570340711806,27.711477669270835,85.33630269097222,27.711477669270835,85.33630269097222,27.693249479166667,85.31570340711806,27.693249479166667
data/L15-1509E-1188N_3_8.png,85.31570340711806,27.693249479166667,85.33630269097222,27.693249479166667,85.33630269097222,27.675021289062503,85.31570340711806,27.675021289062503
data/L15-1509E-1188N_4_0.png,85.33630269097222,27.839074999999998,85.35690197482639,27.839074999999998,85.35690197482639,27.82084680989583,85.33630269097222,27.82084680989583
data/L15-1509E-1188N_4_1.png,85.33630269097222,27.82084680989583,85.35690197482639,27.82084680989583,85.35690197482639,27.802618619791666,85.33630269097222,27.802618619791666
data/L15-1509E-1188N_4_2.png,85.33630269097222,27.802618619791666,85.35690197482639,27.802618619791666,85.35690197482639,27.784390429687498,85.33630269097222,27.784390429687498
data/L15-1509E-1188N_4_3.png,85.33630269097222,27.784390429687498,85.35690197482639,27.784390429687498,85.35690197482639,27.766162239583334,85.33630269097222,27.766162239583334
data/L15-1509E-1188N_4_4.png,85.33630269097222,27.766162239583334,85.35690197482639,27.766162239583334,85.35690197482639,27.747934049479166,85.33630269097222,27.747934049479166
data/L15-1509E-1188N_4_5.png,85.33630269097222,27.747934049479166,85.35690197482639,27.747934049479166,85.35690197482639,27.729705859375002,85.33630269097222,27.729705859375002
data/L15-1509E-1188N_4_6.png,85.33630269097222,27.729705859375002,85.35690197482639,27.729705859375002,85.35690197482639,27.711477669270835,85.33630269097222,27.711477669270835
data/L15-1509E-1188N_4_7.png,85.33630269097222,27.711477669270835,85.35690197482639,27.711477669270835,85.35690197482639,27.693249479166667,85.33630269097222,27.693249479166667
data/L15-1509E-1188N_4_8.png,85.33630269097222,27.693249479166667,85.35690197482639,27.693249479166667,85.35690197482639,27.675021289062503,85.33630269097222,27.675021289062503
data/L15-1509E-1188N_5_0.png,85.35690197482639,27.839074999999998,85.37750125868055,27.839074999999998,85.37750125868055,27.82084680989583,85.35690197482639,27.82084680989583
data/L15-1509E-1188N_5_1.png,85.35690197482639,27.82084680989583,85.37750125868055,27.82084680989583,85.37750125868055,27.802618619791666,85.35690197482639,27.802618619791666
data/L15-1509E-1188N_5_2.png,85.35690197482639,27.802618619791666,85.37750125868055,27.802618619791666,85.37750125868055,27.784390429687498,85.35690197482639,27.784390429687498
data/L15-1509E-1188N_5_3.png,85.35690197482639,27.784390429687498,85.37750125868055,27.784390429687498,85.37750125868055,27.766162239583334,85.35690197482639,27.766162239583334
data/L15-1509E-1188N_5_4.png,85.35690197482639,27.766162239583334,85.37750125868055,27.766162239583334,85.37750125868055,27.747934049479166,85.35690197482639,27.747934049479166
data/L15-1509E-1188N_5_5.png,85.35690197482639,27.747934049479166,85.37750125868055,27.747934049479166,85.37750125868055,27.729705859375002,85.35690197482639,27.729705859375002
data/L15-1509E-1188N_5_6.png,85.35690197482639,27.729705859375002,85.37750125868055,27.729705859375002,85.37750125868055,27.711477669270835,85.35690197482639,27.711477669270835
data/L15-1509E-1188N_5_7.png,85.35690197482639,27.711477669270835,85.37750125868055,27.711477669270835,85.37750125868055,27.693249479166667,85.35690197482639,27.693249479166667
data/L15-1509E-1188N_5_8.png,85.35690197482639,27.693249479166667,85.37750125868055,27.693249479166667,85.37750125868055,27.675021289062503,85.35690197482639,27.675021289062503
data/L15-1509E-1188N_6_0.png,85.37750125868055,27.839074999999998,85.39810054253472,27.839074999999998,85.39810054253472,27.82084680989583,85.37750125868055,27.82084680989583
data/L15-1509E-1188N_6_1.png,85.37750125868055,27.82084680989583,85.39810054253472,27.82084680989583,85.39810054253472,27.802618619791666,85.37750125868055,27.802618619791666
data/L15-1509E-1188N_6_2.png,85.37750125868055,27.802618619791666,85.39810054253472,27.802618619791666,85.39810054253472,27.784390429687498,85.37750125868055,27.784390429687498
data/L15-1509E-1188N_6_3.png,85.37750125868055,27.784390429687498,85.39810054253472,27.784390429687498,85.39810054253472,27.766162239583334,85.37750125868055,27.766162239583334
data/L15-1509E-1188N_6_4.png,85.37750125868055,27.766162239583334,85.39810054253472,27.766162239583334,85.39810054253472,27.747934049479166,85.37750125868055,27.747934049479166
data/L15-1509E-1188N_6_5.png,85.37750125868055,27.747934049479166,85.39810054253472,27.747934049479166,85.39810054253472,27.729705859375002,85.37750125868055,27.729705859375002
data/L15-1509E-1188N_6_6.png,85.37750125868055,27.729705859375002,85.39810054253472,27.729705859375002,85.39810054253472,27.711477669270835,85.37750125868055,27.711477669270835
data/L15-1509E-1188N_6_7.png,85.37750125868055,27.711477669270835,85.39810054253472,27.711477669270835,85.39810054253472,27.693249479166667,85.37750125868055,27.693249479166667
data/L15-1509E-1188N_6_8.png,85.37750125868055,27.693249479166667,85.39810054253472,27.693249479166667,85.39810054253472,27.675021289062503,85.37750125868055,27.675021289062503
data/L15-1509E-1188N_7_0.png,85.39810054253472,27.839074999999998,85.41869982638889,27.839074999999998,85.41869982638889,27.82084680989583,85.39810054253472,27.82084680989583
data/L15-1509E-1188N_7_1.png,85.39810054253472,27.82084680989583,85.41869982638889,27.82084680989583,85.41869982638889,27.802618619791666,85.39810054253472,27.802618619791666
data/L15-1509E-1188N_7_2.png,85.39810054253472,27.802618619791666,85.41869982638889,27.802618619791666,85.41869982638889,27.784390429687498,85.39810054253472,27.784390429687498
data/L15-1509E-1188N_7_3.png,85.39810054253472,27.784390429687498,85.41869982638889,27.784390429687498,85.41869982638889,27.766162239583334,85.39810054253472,27.766162239583334
data/L15-1509E-1188N_7_4.png,85.39810054253472,27.766162239583334,85.41869982638889,27.766162239583334,85.41869982638889,27.747934049479166,85.39810054253472,27.747934049479166
data/L15-1509E-1188N_7_5.png,85.39810054253472,27.747934049479166,85.41869982638889,27.747934049479166,85.41869982638889,27.729705859375002,85.39810054253472,27.729705859375002
data/L15-1509E-1188N_7_6.png,85.39810054253472,27.729705859375002,85.41869982638889,27.729705859375002,85.41869982638889,27.711477669270835,85.39810054253472,27.711477669270835
data/L15-1509E-1188N_7_7.png,85.39810054253472,27.711477669270835,85.41869982638889,27.711477669270835,85.41869982638889,27.693249479166667,85.39810054253472,27.693249479166667
data/L15-1509E-1188N_7_8.png,85.39810054253472,27.693249479166667,85.41869982638889,27.693249479166667,85.41869982638889,27.675021289062503,85.39810054253472,27.675021289062503
data/L15-1509E-1188N_8_0.png,85.41869982638889,27.839074999999998,85.43929911024306,27.839074999999998,85.43929911024306,27.82084680989583,85.41869982638889,27.82084680989583
data/L15-1509E-1188N_8_1.png,85.41869982638889,27.82084680989583,85.43929911024306,27.82084680989583,85.43929911024306,27.802618619791666,85.41869982638889,27.802618619791666
data/L15-1509E-1188N_8_2.png,85.41869982638889,27.802618619791666,85.43929911024306,27.802618619791666,85.43929911024306,27.784390429687498,85.41869982638889,27.784390429687498
data/L15-1509E-1188N_8_3.png,85.41869982638889,27.784390429687498,85.43929911024306,27.784390429687498,85.43929911024306,27.766162239583334,85.41869982638889,27.766162239583334
data/L15-1509E-1188N_8_4.png,85.41869982638889,27.766162239583334,85.43929911024306,27.766162239583334,85.43929911024306,27.747934049479166,85.41869982638889,27.747934049479166
data/L15-1509E-1188N_8_5.png,85.41869982638889,27.747934049479166,85.43929911024306,27.747934049479166,85.43929911024306,27.729705859375002,85.41869982638889,27.729705859375002
data/L15-1509E-1188N_8_6.png,85.41869982638889,27.729705859375002,85.43929911024306,27.729705859375002,85.43929911024306,27.711477669270835,85.41869982638889,27.711477669270835
data/L15-1509E-1188N_8_7.png,85.41869982638889,27.711477669270835,85.43929911024306,27.711477669270835,85.43929911024306,27.693249479166667,85.41869982638889,27.693249479166667
data/L15-1509E-1188N_8_8.png,85.41869982638889,27.693249479166667,85.43929911024306,27.693249479166667,85.43929911024306,27.675021289062503,85.41869982638889,27.675021289062503

